id,price,time,exchange,quote_type,market_hours,change_percent,day_volume,change,last_size,price_hint,readable_time
ONGC.NS,234.43,1754972820000,NSI,8,1,0.27365604,579002,0.6399994,10,2,2025-08-12 09:57:00
CIPLA.NS,1511.6,1754972820000,NSI,8,1,0.45197248,77588,6.7999268,1,2,2025-08-12 09:57:00
SHRIRAMFIN.NS,614.35,1754972820000,NSI,8,1,-0.5261028,556192,-3.25,1,2,2025-08-12 09:57:00
LT.NS,3712.4,1754972820000,NSI,8,1,1.1993675,479742,44.0,5,2,2025-08-12 09:57:00
ITC.NS,418.9,1754972820000,NSI,8,1,0.49213484,1691958,2.0499878,1709,2,2025-08-12 09:57:00
BHARTIARTL.NS,1863.0,1754972820000,NSI,8,1,0.3014954,623680,5.5999756,4,2,2025-08-12 09:57:00
BAJAJFINSV.NS,1926.2,1754972820000,NSI,8,1,0.17683877,103900,3.3999023,5,2,2025-08-12 09:57:00
BAJAJ-AUTO.NS,8301.5,1754972820000,NSI,8,1,0.32022235,29425,26.5,3,2,2025-08-12 09:57:00
M&M.NS,3235.6,1754972820000,NSI,8,1,1.550295,864578,49.400146,1,2,2025-08-12 09:57:00
TCS.NS,3087.6,1754972820000,NSI,8,1,1.5390702,492913,46.80005,10,2,2025-08-12 09:57:00
TATASTEEL.NS,160.95,1754972820000,NSI,8,1,1.5326349,4344712,2.4299927,1,2,2025-08-12 09:57:00
RELIANCE.NS,1397.9,1754972820000,NSI,8,1,0.84397846,1413979,11.700073,,2,2025-08-12 09:57:00
INFY.NS,1439.1,1754972820000,NSI,8,1,0.76320016,1418956,10.900024,7,2,2025-08-12 09:57:00
TECHM.NS,1503.3,1754972820000,NSI,8,1,1.4990934,247599,22.200073,73,2,2025-08-12 09:57:00
TATACONSUM.NS,1062.6,1754972820000,NSI,8,1,0.3305629,66802,3.5,4,2,2025-08-12 09:57:00
TITAN.NS,3525.8,1754972820000,NSI,8,1,1.6699396,258757,57.900146,1,2,2025-08-12 09:57:00
WIPRO.NS,246.08,1754972820000,NSI,8,1,1.8458765,1890687,4.4600067,8,2,2025-08-12 09:57:00
NESTLEIND.NS,1108.2,1754972820000,NSI,8,1,0.28964075,124615,3.1999512,,2,2025-08-12 09:57:00
APOLLOHOSP.NS,7261.5,1754972820000,NSI,8,1,0.034442376,33205,2.5,,2,2025-08-12 09:57:00
BEL.NS,382.65,1754972820000,NSI,8,1,-0.32560563,2352641,-1.25,92,2,2025-08-12 09:57:00
BAJAJ-AUTO.NS,8300.0,1754972821000,NSI,8,1,0.30206004,29428,25.0,1,2,2025-08-12 09:57:01
POWERGRID.NS,286.15,1754972821000,NSI,8,1,0.45637625,1118637,1.2999878,32,2,2025-08-12 09:57:01
BEL.NS,382.6,1754972821000,NSI,8,1,-0.33858258,2355900,-1.2999878,1,2,2025-08-12 09:57:01
JIOFIN.NS,330.8,1754972821000,NSI,8,1,0.93086755,2882963,3.0499878,298,2,2025-08-12 09:57:01
SBILIFE.NS,1860.9,1754972821000,NSI,8,1,0.53499186,93763,9.900024,1,2,2025-08-12 09:57:01
WIPRO.NS,246.12,1754972821000,NSI,8,1,1.8627369,1891049,4.5,100,2,2025-08-12 09:57:01
TATASTEEL.NS,161.06,1754972821000,NSI,8,1,1.6034298,4347783,2.5399933,58,2,2025-08-12 09:57:01
ICICIBANK.NS,1430.4,1754972821000,NSI,8,1,-0.43157116,905861,-6.199951,,2,2025-08-12 09:57:01
GRASIM.NS,2720.5,1754972821000,NSI,8,1,-1.3925117,52075,-38.399902,2,2,2025-08-12 09:57:01
RELIANCE.NS,1398.3,1754972821000,NSI,8,1,0.873149,1416975,12.100098,180,2,2025-08-12 09:57:01
TITAN.NS,3526.2,1754972821000,NSI,8,1,1.681328,258963,58.30005,17,2,2025-08-12 09:57:01
HEROMOTOCO.NS,4647.0,1754972821000,NSI,8,1,1.8587887,173768,84.799805,1,2,2025-08-12 09:57:01
EICHERMOT.NS,5667.0,1754972821000,NSI,8,1,-0.07934409,132725,-4.5,6,2,2025-08-12 09:57:01
ETERNAL.NS,305.6,1754972821000,NSI,8,1,-1.2283783,4471503,-3.7999878,1199,2,2025-08-12 09:57:01
BEL.NS,382.65,1754972822000,NSI,8,1,-0.32564804,2356180,-1.25,57,2,2025-08-12 09:57:02
JIOFIN.NS,330.75,1754972822000,NSI,8,1,0.91519225,2882725,3.0,30,2,2025-08-12 09:57:02
SUNPHARMA.NS,1615.5,1754972822000,NSI,8,1,0.44162315,142197,7.0999756,6,2,2025-08-12 09:57:02
DRREDDY.NS,1211.5,1754972822000,NSI,8,1,-0.655899,200011,-8.0,2,2,2025-08-12 09:57:02
KOTAKBANK.NS,1981.3,1754972822000,NSI,8,1,0.2733636,127304,5.4000244,8,2,2025-08-12 09:57:02
HCLTECH.NS,1507.1,1754972822000,NSI,8,1,1.2835143,471896,19.099976,10,2,2025-08-12 09:57:02
ETERNAL.NS,306.05,1754972822000,NSI,8,1,-1.0843198,4550156,-3.350006,1,2,2025-08-12 09:57:02
INFY.NS,1439.1,1754972822000,NSI,8,1,0.76320016,1421379,10.900024,41,2,2025-08-12 09:57:02
TITAN.NS,3526.3,1754972822000,NSI,8,1,1.6840692,259092,58.400146,12,2,2025-08-12 09:57:02
WIPRO.NS,246.11,1754972822000,NSI,8,1,1.8582153,1892835,4.4900055,48,2,2025-08-12 09:57:02
LT.NS,3712.9,1754972822000,NSI,8,1,1.213063,480644,44.5,2,2,2025-08-12 09:57:02
HEROMOTOCO.NS,4647.0,1754972822000,NSI,8,1,1.858748,173779,84.799805,,2,2025-08-12 09:57:02
HDFCLIFE.NS,772.0,1754972822000,NSI,8,1,0.94802225,445917,7.25,180,2,2025-08-12 09:57:02
TCS.NS,3088.5,1754972822000,NSI,8,1,1.5687162,493441,47.69995,1,2,2025-08-12 09:57:02
EICHERMOT.NS,5667.0,1754972822000,NSI,8,1,-0.07934409,132795,-4.5,30,2,2025-08-12 09:57:02
M&M.NS,3235.9,1754972822000,NSI,8,1,1.5599971,864689,49.69995,29,2,2025-08-12 09:57:02
TATASTEEL.NS,160.98,1754972822000,NSI,8,1,1.5510664,4348142,2.4599915,54,2,2025-08-12 09:57:02
ADANIPORTS.NS,1345.2,1754972822000,NSI,8,1,0.4329919,229899,5.7999268,5,2,2025-08-12 09:57:02
MARUTI.NS,12727.0,1754972822000,NSI,8,1,1.0319917,26701,130.0,1,2,2025-08-12 09:57:02
JIOFIN.NS,330.8,1754972823000,NSI,8,1,0.9307256,2883236,3.0499878,3,2,2025-08-12 09:57:03
TATASTEEL.NS,161.0,1754972823000,NSI,8,1,1.564666,4348661,2.4799957,203,2,2025-08-12 09:57:03
RELIANCE.NS,1398.1,1754972823000,NSI,8,1,0.8583399,1417497,11.900024,1,2,2025-08-12 09:57:03
HINDALCO.NS,667.3,1754972823000,NSI,8,1,-0.82490903,3789637,-5.549988,50,2,2025-08-12 09:57:03
ETERNAL.NS,306.05,1754972823000,NSI,8,1,-1.0827428,4552952,-3.350006,50,2,2025-08-12 09:57:03
TATAMOTORS.NS,655.35,1754972823000,NSI,8,1,0.24473815,2013340,1.5999756,50,2,2025-08-12 09:57:03
HEROMOTOCO.NS,4647.0,1754972823000,NSI,8,1,1.858748,173782,84.799805,2,2,2025-08-12 09:57:03
LT.NS,3713.9,1754972823000,NSI,8,1,1.240661,480682,45.5,,2,2025-08-12 09:57:03
TCS.NS,3087.5,1754972823000,NSI,8,1,1.5352736,493575,46.69995,39,2,2025-08-12 09:57:03
M&M.NS,3236.3,1754972823000,NSI,8,1,1.5726066,864812,50.100098,17,2,2025-08-12 09:57:03
INDUSINDBK.NS,786.3,1754972823000,NSI,8,1,0.38937673,316634,3.0499878,257,2,2025-08-12 09:57:03
EICHERMOT.NS,5667.0,1754972823000,NSI,8,1,-0.07934409,132865,-4.5,50,2,2025-08-12 09:57:03
WIPRO.NS,246.17,1754972823000,NSI,8,1,1.8835913,1893029,4.550003,14,2,2025-08-12 09:57:03
INFY.NS,1439.4,1754972823000,NSI,8,1,0.7843738,1422080,11.200073,13,2,2025-08-12 09:57:03
TITAN.NS,3526.0,1754972823000,NSI,8,1,1.6752235,259102,58.100098,2,2,2025-08-12 09:57:03
BEL.NS,382.65,1754972823000,NSI,8,1,-0.32560563,2357013,-1.25,100,2,2025-08-12 09:57:03
TITAN.NS,3526.0,1754972824000,NSI,8,1,1.6753683,259149,58.100098,23,2,2025-08-12 09:57:04
BAJFINANCE.NS,870.2,1754972824000,NSI,8,1,-0.8656009,1421211,-7.5999756,2,2,2025-08-12 09:57:04
SBIN.NS,825.0,1754972824000,NSI,8,1,0.18826525,1650066,1.5499878,100,2,2025-08-12 09:57:04
GRASIM.NS,2720.0,1754972824000,NSI,8,1,-1.4097233,52083,-38.899902,5,2,2025-08-12 09:57:04
TATASTEEL.NS,161.03,1754972824000,NSI,8,1,1.5836927,4348466,2.5099945,1,2,2025-08-12 09:57:04
BEL.NS,382.7,1754972824000,NSI,8,1,-0.31261736,2357126,-1.1999817,,2,2025-08-12 09:57:04
COALINDIA.NS,383.75,1754972824000,NSI,8,1,0.3267974,499681,1.25,8,2,2025-08-12 09:57:04
ASIANPAINT.NS,2495.5,1754972824000,NSI,8,1,0.25711712,124405,6.3999023,,2,2025-08-12 09:57:04
JSWSTEEL.NS,1057.1,1754972824000,NSI,8,1,0.41797516,113410,4.4000244,2,2,2025-08-12 09:57:04
JIOFIN.NS,330.6,1754972824000,NSI,8,1,0.8690368,2883492,2.850006,9,2,2025-08-12 09:57:04
EICHERMOT.NS,5667.5,1754972824000,NSI,8,1,-0.0705343,132818,-4.0,1,2,2025-08-12 09:57:04
M&M.NS,3236.3,1754972824000,NSI,8,1,1.572409,864798,50.100098,1,2,2025-08-12 09:57:04
HEROMOTOCO.NS,4647.0,1754972824000,NSI,8,1,1.858748,174062,84.799805,83,2,2025-08-12 09:57:04
LT.NS,3712.9,1754972824000,NSI,8,1,1.2127323,480724,44.5,1,2,2025-08-12 09:57:04
ULTRACEMCO.NS,12475.0,1754972824000,NSI,8,1,0.5640612,44716,70.0,10,2,2025-08-12 09:57:04
INFY.NS,1439.2,1754972824000,NSI,8,1,0.77009237,1422167,11.0,3,2,2025-08-12 09:57:04
HINDUNILVR.NS,2532.4,1754972824000,NSI,8,1,0.55588645,121949,14.0,11,2,2025-08-12 09:57:04
HDFCBANK.NS,1994.2,1754972824000,NSI,8,1,-0.07014853,822566,-1.4000244,6,2,2025-08-12 09:57:04
TECHM.NS,1502.9,1754972824000,NSI,8,1,1.4714849,247566,21.800049,7,2,2025-08-12 09:57:04
TRENT.NS,5419.0,1754972824000,NSI,8,1,-0.45032626,80269,-24.5,2,2,2025-08-12 09:57:04
WIPRO.NS,246.24,1754972824000,NSI,8,1,1.9126519,1895973,4.6200104,379,2,2025-08-12 09:57:04
TITAN.NS,3525.7,1754972825000,NSI,8,1,1.666572,259209,57.80005,1,2,2025-08-12 09:57:05
ETERNAL.NS,305.9,1754972825000,NSI,8,1,-1.1306736,4552905,-3.5,1,2,2025-08-12 09:57:05
LT.NS,3713.4,1754972825000,NSI,8,1,1.22686,484304,45.0,2,2,2025-08-12 09:57:05
ADANIENT.NS,2279.5,1754972825000,NSI,8,1,-0.17076376,241684,-3.8999023,7,2,2025-08-12 09:57:05
HEROMOTOCO.NS,4646.1,1754972825000,NSI,8,1,1.8386601,174015,83.8999,3,2,2025-08-12 09:57:05
INFY.NS,1439.2,1754972825000,NSI,8,1,0.77020025,1422306,11.0,23,2,2025-08-12 09:57:05
AXISBANK.NS,1075.0,1754972825000,NSI,8,1,0.15842974,571367,1.6999512,32,2,2025-08-12 09:57:05
NTPC.NS,337.6,1754972825000,NSI,8,1,0.43155125,399054,1.4500122,33,2,2025-08-12 09:57:05
M&M.NS,3236.6,1754972825000,NSI,8,1,1.5819752,864844,50.400146,14,2,2025-08-12 09:57:05
TITAN.NS,3525.1,1754972826000,NSI,8,1,1.6491336,259316,57.200195,5,2,2025-08-12 09:57:06
ETERNAL.NS,305.8,1754972826000,NSI,8,1,-1.1631683,4553790,-3.600006,350,2,2025-08-12 09:57:06
ITC.NS,418.65,1754972826000,NSI,8,1,0.43154827,1693460,1.7999878,100,2,2025-08-12 09:57:06
BEL.NS,382.65,1754972826000,NSI,8,1,-0.32556322,2358020,-1.25,10,2,2025-08-12 09:57:06
TCS.NS,3087.8,1754972826000,NSI,8,1,1.5459509,493818,47.0,5,2,2025-08-12 09:57:06
NESTLEIND.NS,1108.0,1754972826000,NSI,8,1,0.27144408,124666,3.0,50,2,2025-08-12 09:57:06
SHRIRAMFIN.NS,614.3,1754972826000,NSI,8,1,-0.53428125,556308,-3.2999878,31,2,2025-08-12 09:57:06
M&M.NS,3236.6,1754972826000,NSI,8,1,1.5818262,864832,50.400146,1,2,2025-08-12 09:57:06
CIPLA.NS,1511.4,1754972826000,NSI,8,1,0.43853658,77601,6.5999756,4,2,2025-08-12 09:57:06
LT.NS,3713.4,1754972826000,NSI,8,1,1.2266929,485228,45.0,1,2,2025-08-12 09:57:06
ONGC.NS,234.43,1754972826000,NSI,8,1,0.27374968,579936,0.6399994,331,2,2025-08-12 09:57:06
WIPRO.NS,246.11,1754972826000,NSI,8,1,1.8580616,1898760,4.4900055,293,2,2025-08-12 09:57:06
INFY.NS,1439.2,1754972826000,NSI,8,1,0.77020025,1422585,11.0,60,2,2025-08-12 09:57:06
RELIANCE.NS,1398.1,1754972826000,NSI,8,1,0.8582161,1417798,11.900024,1,2,2025-08-12 09:57:06
TATACONSUM.NS,1062.8,1754972826000,NSI,8,1,0.34942615,67059,3.7000732,9,2,2025-08-12 09:57:06
TATASTEEL.NS,161.08,1754972826000,NSI,8,1,1.6154462,4358682,2.5599976,14,2,2025-08-12 09:57:06
BHARTIARTL.NS,1863.5,1754972826000,NSI,8,1,0.3285032,626168,6.0999756,51,2,2025-08-12 09:57:06
TATASTEEL.NS,161.06,1754972827000,NSI,8,1,1.6024182,4362625,2.5399933,446,2,2025-08-12 09:57:07
INFY.NS,1439.1,1754972827000,NSI,8,1,0.76314676,1422719,10.900024,68,2,2025-08-12 09:57:07
SBILIFE.NS,1860.5,1754972827000,NSI,8,1,0.5131252,93799,9.5,,2,2025-08-12 09:57:07
TITAN.NS,3526.3,1754972827000,NSI,8,1,1.6846035,259688,58.400146,77,2,2025-08-12 09:57:07
APOLLOHOSP.NS,7261.5,1754972827000,NSI,8,1,0.034440007,33206,2.5,,2,2025-08-12 09:57:07
TCS.NS,3087.3,1754972827000,NSI,8,1,1.5289514,494016,46.5,50,2,2025-08-12 09:57:07
WIPRO.NS,246.08,1754972827000,NSI,8,1,1.8456473,1898646,4.4600067,20,2,2025-08-12 09:57:07
BAJAJFINSV.NS,1926.2,1754972827000,NSI,8,1,0.17682038,103998,3.3999023,2,2,2025-08-12 09:57:07
HEROMOTOCO.NS,4647.0,1754972827000,NSI,8,1,1.8591148,174029,84.799805,3,2,2025-08-12 09:57:07
M&M.NS,3236.6,1754972827000,NSI,8,1,1.5818262,864841,50.400146,5,2,2025-08-12 09:57:07
POWERGRID.NS,286.15,1754972827000,NSI,8,1,0.45637625,1118938,1.2999878,50,2,2025-08-12 09:57:07
ICICIBANK.NS,1430.0,1754972828000,NSI,8,1,-0.45928848,906390,-6.5999756,5,2,2025-08-12 09:57:08
TITAN.NS,3526.3,1754972828000,NSI,8,1,1.6840205,259613,58.400146,1,2,2025-08-12 09:57:08
MARUTI.NS,12725.0,1754972828000,NSI,8,1,1.0159537,26712,128.0,,2,2025-08-12 09:57:08
HEROMOTOCO.NS,4647.0,1754972828000,NSI,8,1,1.858748,174046,84.799805,2,2,2025-08-12 09:57:08
ETERNAL.NS,305.95,1754972828000,NSI,8,1,-1.1150556,4554554,-3.4499817,10,2,2025-08-12 09:57:08
KOTAKBANK.NS,1981.5,1754972828000,NSI,8,1,0.2834426,127331,5.5999756,17,2,2025-08-12 09:57:08
BEL.NS,382.7,1754972828000,NSI,8,1,-0.31257665,2358412,-1.1999817,1,2,2025-08-12 09:57:08
HCLTECH.NS,1507.0,1754972828000,NSI,8,1,1.276796,472113,19.0,22,2,2025-08-12 09:57:08
HDFCLIFE.NS,772.0,1754972828000,NSI,8,1,0.94802225,446447,7.25,5,2,2025-08-12 09:57:08
DRREDDY.NS,1212.1,1754972828000,NSI,8,1,-0.60710675,200039,-7.4000244,,2,2025-08-12 09:57:08
WIPRO.NS,246.19,1754972828000,NSI,8,1,1.8922642,1898915,4.5700073,119,2,2025-08-12 09:57:08
LT.NS,3712.9,1754972828000,NSI,8,1,1.2126001,485576,44.5,58,2,2025-08-12 09:57:08
JIOFIN.NS,330.65,1754972828000,NSI,8,1,0.88441414,2883793,2.899994,5,2,2025-08-12 09:57:08
GRASIM.NS,2720.0,1754972828000,NSI,8,1,-1.4099787,52085,-38.899902,1,2,2025-08-12 09:57:08
ADANIPORTS.NS,1345.2,1754972828000,NSI,8,1,0.43302423,229926,5.7999268,13,2,2025-08-12 09:57:08
BAJAJ-AUTO.NS,8300.0,1754972829000,NSI,8,1,0.3021148,,25.0,,2,2025-08-12 09:57:09
SUNPHARMA.NS,1615.5,1754972829000,NSI,8,1,0.44143096,142582,7.0999756,13,2,2025-08-12 09:57:09
INDUSINDBK.NS,786.3,1754972829000,NSI,8,1,0.38940156,316728,3.0499878,1,2,2025-08-12 09:57:09
BAJAJ-AUTO.NS,8300.0,1754972829000,NSI,8,1,0.3021148,29444,25.0,,2,2025-08-12 09:57:09
WIPRO.NS,246.19,1754972829000,NSI,8,1,1.8914028,1898816,4.5700073,10,2,2025-08-12 09:57:09
TATASTEEL.NS,160.95,1754972829000,NSI,8,1,1.5318619,4362948,2.4299927,17,2,2025-08-12 09:57:09
HINDALCO.NS,667.5,1754972829000,NSI,8,1,-0.79535806,3789822,-5.3499756,57,2,2025-08-12 09:57:09
LT.NS,3713.2,1754972829000,NSI,8,1,1.2213421,490526,44.80005,1,2,2025-08-12 09:57:09
JIOFIN.NS,330.7,1754972829000,NSI,8,1,0.9002174,2884551,2.9500122,,2,2025-08-12 09:57:09
INFY.NS,1439.1,1754972829000,NSI,8,1,0.76320016,1422926,10.900024,50,2,2025-08-12 09:57:09
RELIANCE.NS,1398.3,1754972829000,NSI,8,1,0.873023,1418274,12.100098,200,2,2025-08-12 09:57:09
ETERNAL.NS,305.9,1754972830000,NSI,8,1,-1.1310389,4554546,-3.5,1,2,2025-08-12 09:57:10
TECHM.NS,1503.4,1754972830000,NSI,8,1,1.5061495,247899,22.300049,3,2,2025-08-12 09:57:10
GRASIM.NS,2718.8,1754972830000,NSI,8,1,-1.4528407,52630,-40.099854,195,2,2025-08-12 09:57:10
BEL.NS,382.7,1754972830000,NSI,8,1,-0.31261736,2358552,-1.1999817,9,2,2025-08-12 09:57:10
INFY.NS,1439.0,1754972830000,NSI,8,1,0.75614715,1422987,10.800049,6,2,2025-08-12 09:57:10
RELIANCE.NS,1398.4,1754972830000,NSI,8,1,0.88017267,1418117,12.200073,21,2,2025-08-12 09:57:10
HEROMOTOCO.NS,4646.0,1754972830000,NSI,8,1,1.8367884,174104,83.799805,1,2,2025-08-12 09:57:10
HDFCBANK.NS,1994.4,1754972830000,NSI,8,1,-0.060135875,824406,-1.1999512,2,2,2025-08-12 09:57:10
COALINDIA.NS,383.8,1754972830000,NSI,8,1,0.3399105,499905,1.2999878,1,2,2025-08-12 09:57:10
TATASTEEL.NS,161.0,1754972830000,NSI,8,1,1.5649623,4362943,2.4799957,6,2,2025-08-12 09:57:10
HINDUNILVR.NS,2531.6,1754972830000,NSI,8,1,0.52398366,122518,13.200195,63,2,2025-08-12 09:57:10
TATAMOTORS.NS,655.1,1754972830000,NSI,8,1,0.20641829,2015441,1.3499756,93,2,2025-08-12 09:57:10
ULTRACEMCO.NS,12477.0,1754972830000,NSI,8,1,0.5805047,44747,72.0,2,2,2025-08-12 09:57:10
TRENT.NS,5419.0,1754972830000,NSI,8,1,-0.45007807,80389,-24.5,4,2,2025-08-12 09:57:10
TCS.NS,3087.3,1754972830000,NSI,8,1,1.5292028,494034,46.5,22,2,2025-08-12 09:57:10
AXISBANK.NS,1074.7,1754972831000,NSI,8,1,0.13039328,573206,1.3999023,18,2,2025-08-12 09:57:11
SBIN.NS,824.8,1754972831000,NSI,8,1,0.1639016,1650653,1.3499756,1,2,2025-08-12 09:57:11
INFY.NS,1438.9,1754972831000,NSI,8,1,0.7491475,1423465,10.700073,222,2,2025-08-12 09:57:11
BAJFINANCE.NS,869.9,1754972831000,NSI,8,1,-0.8996656,1422634,-7.8999634,12,2,2025-08-12 09:57:11
HEROMOTOCO.NS,4646.0,1754972831000,NSI,8,1,1.8368287,174107,83.799805,2,2,2025-08-12 09:57:11
ADANIENT.NS,2279.0,1754972831000,NSI,8,1,-0.19264865,242156,-4.3999023,1,2,2025-08-12 09:57:11
WIPRO.NS,246.18,1754972831000,NSI,8,1,1.8871819,1899035,4.5599976,112,2,2025-08-12 09:57:11
RELIANCE.NS,1398.4,1754972831000,NSI,8,1,0.8801092,1418118,12.200073,1,2,2025-08-12 09:57:11
LT.NS,3715.0,1754972831000,NSI,8,1,1.2709349,490910,46.600098,50,2,2025-08-12 09:57:11
BEL.NS,382.7,1754972831000,NSI,8,1,-0.31257665,2359419,-1.1999817,28,2,2025-08-12 09:57:11
ASIANPAINT.NS,2495.5,1754972831000,NSI,8,1,0.25711712,124420,6.3999023,8,2,2025-08-12 09:57:11
TATASTEEL.NS,160.97,1754972831000,NSI,8,1,1.545252,4363098,2.449997,5,2,2025-08-12 09:57:11
NTPC.NS,337.45,1754972831000,NSI,8,1,0.3865651,399121,1.3000183,1,2,2025-08-12 09:57:11
JIOFIN.NS,330.8,1754972831000,NSI,8,1,0.93086755,2885126,3.0499878,200,2,2025-08-12 09:57:11
TATASTEEL.NS,160.95,1754972832000,NSI,8,1,1.5327315,4365906,2.4299927,481,2,2025-08-12 09:57:12
JIOFIN.NS,330.8,1754972832000,NSI,8,1,0.9305836,2885996,3.0499878,370,2,2025-08-12 09:57:12
INFY.NS,1439.1,1754972832000,NSI,8,1,0.76330703,1423292,10.900024,5,2,2025-08-12 09:57:12
SHRIRAMFIN.NS,614.25,1754972832000,NSI,8,1,-0.54237443,557265,-3.3499756,304,2,2025-08-12 09:57:12
BHARTIARTL.NS,1863.5,1754972832000,NSI,8,1,0.32841474,626502,6.0999756,5,2,2025-08-12 09:57:12
TITAN.NS,3525.4,1754972832000,NSI,8,1,1.6576338,260130,57.5,13,2,2025-08-12 09:57:12
ONGC.NS,234.43,1754972832000,NSI,8,1,0.27374968,579703,0.6399994,49,2,2025-08-12 09:57:12
WIPRO.NS,246.04,1754972832000,NSI,8,1,1.8282588,1899344,4.419998,20,2,2025-08-12 09:57:12
GRASIM.NS,2720.0,1754972832000,NSI,8,1,-1.4105923,52535,-38.899902,50,2,2025-08-12 09:57:12
HEROMOTOCO.NS,4646.0,1754972832000,NSI,8,1,1.8368287,174113,83.799805,4,2,2025-08-12 09:57:12
LT.NS,3715.0,1754972832000,NSI,8,1,1.2703112,491233,46.600098,107,2,2025-08-12 09:57:12
TATACONSUM.NS,1062.5,1754972832000,NSI,8,1,0.32093868,67100,3.4000244,25,2,2025-08-12 09:57:12
CIPLA.NS,1511.0,1754972832000,NSI,8,1,0.41190213,78003,6.199951,69,2,2025-08-12 09:57:12
TCS.NS,3087.1,1754972832000,NSI,8,1,1.5225271,494318,46.30005,36,2,2025-08-12 09:57:12
M&M.NS,3236.6,1754972832000,NSI,8,1,1.5816277,864848,50.400146,1,2,2025-08-12 09:57:12
GRASIM.NS,2718.9,1754972833000,NSI,8,1,-1.4492754,52579,-40.0,14,2,2025-08-12 09:57:13
APOLLOHOSP.NS,7260.0,1754972833000,NSI,8,1,0.013773156,33215,1.0,5,2,2025-08-12 09:57:13
JIOFIN.NS,330.7,1754972833000,NSI,8,1,0.89980555,2887966,2.9500122,90,2,2025-08-12 09:57:13
POWERGRID.NS,286.15,1754972833000,NSI,8,1,0.45637625,1132792,1.2999878,980,2,2025-08-12 09:57:13
BAJAJFINSV.NS,1925.9,1754972833000,NSI,8,1,0.1611968,104122,3.0999756,1,2,2025-08-12 09:57:13
NESTLEIND.NS,1108.3,1754972833000,NSI,8,1,0.29872808,124642,3.3000488,11,2,2025-08-12 09:57:13
TCS.NS,3086.8,1754972833000,NSI,8,1,1.5126106,495798,46.0,1,2,2025-08-12 09:57:13
M&M.NS,3236.6,1754972833000,NSI,8,1,1.5818262,864861,50.400146,,2,2025-08-12 09:57:13
WIPRO.NS,246.18,1754972833000,NSI,8,1,1.8883542,1899391,4.5599976,4,2,2025-08-12 09:57:13
ITC.NS,418.7,1754972833000,NSI,8,1,0.44385943,1694672,1.8500061,35,2,2025-08-12 09:57:13
BEL.NS,382.75,1754972833000,NSI,8,1,-0.2995556,2362809,-1.1499939,1,2,2025-08-12 09:57:13
SBILIFE.NS,1860.5,1754972833000,NSI,8,1,0.5132361,93808,9.5,,2,2025-08-12 09:57:13
TITAN.NS,3526.4,1754972833000,NSI,8,1,1.6873865,260129,58.5,6,2,2025-08-12 09:57:13
LT.NS,3715.1,1754972833000,NSI,8,1,1.2730746,494028,46.700195,1,2,2025-08-12 09:57:13
NESTLEIND.NS,1108.3,1754972833000,NSI,8,1,0.29864696,,3.3000488,,2,2025-08-12 09:57:13
HEROMOTOCO.NS,4645.7,1754972833000,NSI,8,1,1.830137,174128,83.5,2,2,2025-08-12 09:57:13
HEROMOTOCO.NS,4646.9,1754972834000,NSI,8,1,1.8570423,174206,84.69971,5,2,2025-08-12 09:57:14
ICICIBANK.NS,1430.0,1754972834000,NSI,8,1,-0.4594164,906621,-6.5999756,3,2,2025-08-12 09:57:14
WIPRO.NS,246.15,1754972834000,NSI,8,1,1.8746116,1899446,4.529999,29,2,2025-08-12 09:57:14
DRREDDY.NS,1211.8,1754972834000,NSI,8,1,-0.63124704,200453,-7.699951,1,2,2025-08-12 09:57:14
HDFCLIFE.NS,772.0,1754972834000,NSI,8,1,0.94802225,446543,7.25,50,2,2025-08-12 09:57:14
RELIANCE.NS,1398.4,1754972834000,NSI,8,1,0.8801092,1418127,12.200073,5,2,2025-08-12 09:57:14
HCLTECH.NS,1506.7,1754972834000,NSI,8,1,1.2564638,472989,18.699951,253,2,2025-08-12 09:57:14
INFY.NS,1438.9,1754972834000,NSI,8,1,0.7491475,1423836,10.700073,69,2,2025-08-12 09:57:14
LT.NS,3715.4,1754972834000,NSI,8,1,1.2813172,494400,47.0,5,2,2025-08-12 09:57:14
BEL.NS,382.75,1754972834000,NSI,8,1,-0.2995556,2363264,-1.1499939,3,2,2025-08-12 09:57:14
ETERNAL.NS,305.8,1754972834000,NSI,8,1,-1.1635443,4554683,-3.600006,10,2,2025-08-12 09:57:14
TATASTEEL.NS,160.96,1754972834000,NSI,8,1,1.5393367,4365843,2.4400024,200,2,2025-08-12 09:57:14
KOTAKBANK.NS,1981.0,1754972834000,NSI,8,1,0.2580437,127345,5.0999756,2,2,2025-08-12 09:57:14
ADANIPORTS.NS,1344.9,1754972834000,NSI,8,1,0.4105397,230078,5.5,2,2,2025-08-12 09:57:14
MARUTI.NS,12725.0,1754972834000,NSI,8,1,1.016115,26726,128.0,2,2,2025-08-12 09:57:14
TITAN.NS,3525.4,1754972834000,NSI,8,1,1.657586,260125,57.5,1,2,2025-08-12 09:57:14
LT.NS,3715.6,1754972835000,NSI,8,1,1.2867401,495209,47.200195,14,2,2025-08-12 09:57:15
RELIANCE.NS,1398.6,1754972835000,NSI,8,1,0.8946627,1418391,12.400024,131,2,2025-08-12 09:57:15
INDUSINDBK.NS,786.3,1754972835000,NSI,8,1,0.38940156,316907,3.0499878,71,2,2025-08-12 09:57:15
